cliente,recencia,frequencia,valor_monetario,periodo,grupo
245999,135,4,310.814999,212,4
246000,16,4,310.639999,106,2
246002,2,8,206.387499,225,5
246006,74,2,140.954999,98,2
246007,199,1,105.37,199,3
246009,85,3,38.193333,219,5
246012,25,8,137.153749,228,5
246015,156,3,176.216666,227,3
246020,77,3,102.163333,191,5
246021,227,2,166.19,228,3
246022,2,21,62.858571,227,1
246026,17,1,65.64,17,2
246028,3,9,96.683333,226,5
246029,194,2,75.4,219,3
246030,9,6,123.016666,227,5
246031,228,1,802.809997,228,4
246032,74,6,50.47,222,5
246033,51,9,112.071111,228,5
246038,22,2,951.519999,78,4
246039,160,5,108.978,228,3
246041,191,2,34.535,191,3
246044,103,3,211.153333,115,2
246045,34,9,97.825555,227,5
246048,107,8,87.398749,227,5
246050,215,1,321.12,215,3
246051,5,11,117.19,228,5
246054,79,9,175.934444,227,5
246055,53,1,60.279999,53,2
246058,30,14,76.596428,227,1
246060,192,2,30.835,228,3
246062,165,8,41.57,228,3
246068,191,1,127.04,191,3
246073,93,2,49.074999,93,2
246074,21,11,244.599999,228,5
246077,140,1,7.89,140,3
246079,56,3,108.773333,225,5
246080,81,12,311.812499,225,5
246082,19,2,170.05,21,2
246083,154,6,156.868331,215,3
246085,206,2,49.05,228,3
246090,76,2,134.015,76,2
246091,228,1,269.88,228,3
246095,60,2,336.825,205,5
246096,40,3,249.59,214,5
246097,90,3,224.289999,214,5
246098,216,1,262.04,216,3
246099,177,8,304.792499,227,3
246104,149,6,85.796666,220,3
246108,182,2,76.335,215,3
246113,7,4,37.95,212,5
246114,141,1,148.19,141,3
246115,183,3,6.2,224,3
246116,3,10,111.546999,205,5
246118,208,1,373.85,208,3
246120,18,4,114.887499,225,5
246121,2,6,590.111665,184,4
246125,33,2,349.505,157,4
246126,30,11,406.525453,203,5
246128,1,14,68.335714,226,1
246133,113,2,24.44,161,3
246136,228,1,120.11,228,3
246139,220,1,92.43,220,3
246140,187,2,53.695,198,3
246141,194,7,42.962857,228,3
246142,191,2,266.14,191,3
246145,3,10,201.129999,204,5
246149,180,3,40.883333,226,3
246150,24,6,237.493332,226,5
246152,22,3,74.483333,228,5
246153,199,1,73.18,199,3
246154,76,2,129.374999,202,5
246156,202,2,320.415,228,3
246157,41,4,161.602499,127,2
246160,17,3,161.989997,224,5
246161,48,5,264.811999,203,5
246162,84,7,62.258571,228,5
246163,208,2,83.285,221,3
246165,42,3,123.326666,135,2
246166,124,6,123.891666,191,3
246167,228,1,26.37,228,3
246169,24,4,223.837499,73,2
246170,2,2,46.3,145,2
246172,215,1,117.069995,215,3
246173,110,3,234.599999,228,5
246175,52,8,122.874999,227,5
246177,205,1,68.08,205,3
246178,2,6,331.876666,223,5
246179,200,2,54.115,228,3
246182,3,25,66.329199,227,1
246187,184,1,544.799999,184,4
246188,149,1,100.26,149,3
246189,2,13,122.089999,223,5
246192,221,1,77.64,221,3
246193,143,7,78.269999,228,3
246196,24,2,55.505,215,5
246197,108,3,22.966666,211,3
246201,228,1,37.039999,228,3
246209,155,5,24.35,213,3
246210,94,1,467.4,94,4
246211,22,9,89.871111,218,5
246212,85,4,234.529999,172,5
246213,63,4,129.559999,223,5
246215,160,2,75.81,228,3
246216,32,12,132.144999,225,5
246223,192,2,81.154999,228,3
246224,225,1,22.9,225,3
246225,210,1,10.99,210,3
246226,227,1,75.54,227,3
246230,228,1,1079.579996,228,4
246232,10,22,259.446817,208,1
246233,224,1,699.559998,224,4
246235,8,4,58.9125,178,5
246239,40,7,101.35857,228,5
246245,212,1,79.69,212,3
246247,224,1,281.939997,224,3
246251,12,5,682.295999,228,4
246252,212,2,240.884999,227,3
246255,81,6,204.701666,224,5
246257,87,6,740.094998,213,4
246258,198,6,190.644999,223,3
246259,44,6,413.164998,197,4
246260,84,5,67.006,218,5
246262,96,7,83.524285,228,5
246263,167,3,77.68,173,3
246264,131,3,225.906665,220,3
246265,225,1,159.029999,225,3
246268,35,10,119.623999,191,5
246269,224,2,47.795,224,3
246271,6,19,47.614736,228,1
246272,26,8,39.835,221,5
246273,214,2,50.279999,220,3
246274,141,7,252.679997,224,3
246275,84,5,430.477999,228,4
246276,215,2,134.915,226,3
246277,228,1,37.2,228,3
246278,53,1,6.99,53,2
246279,140,1,202.499998,140,3
246280,33,9,224.303332,213,5
246285,40,4,59.592499,222,5
246287,3,32,305.091249,221,1
246292,224,1,316.75,224,3
246295,17,3,138.426666,226,5
246297,35,2,344.754997,110,2
246298,63,2,11.755,224,5
246299,228,1,542.119996,228,4
246300,205,1,298.389999,205,3
246301,7,10,111.746,228,5
246305,47,9,194.625554,224,5
246308,228,1,315.399999,228,3
246309,131,3,211.956666,207,3
246311,160,3,72.226666,214,3
246313,73,6,247.751666,228,5
246314,94,5,15.694,208,5
246316,160,6,87.249999,228,3
246317,70,6,76.411666,226,5
246318,64,4,102.76,213,5
246321,3,15,145.192665,225,1
246322,226,2,7.97,228,3
246323,207,1,145.019999,207,3
246324,220,1,42.83,220,3
246326,60,1,100.399999,60,2
246328,77,6,254.139999,227,5
246329,25,6,260.349998,228,5
246330,12,7,197.259999,193,5
246332,147,1,14.34,147,3
246333,21,4,245.407499,168,5
246337,3,13,69.434615,191,5
246340,164,1,201.479998,164,3
246342,79,5,54.492,218,5
246343,84,12,178.688332,223,5
246344,70,5,100.22,227,5
246347,65,4,348.559996,227,5
246348,63,8,142.509999,214,5
246349,228,1,9.27,228,3
246350,125,9,38.755555,228,5
246351,189,3,97.969999,223,3
246352,58,7,81.835713,208,5
246354,209,3,129.743333,226,3
246356,68,19,167.256841,227,1
246358,108,5,49.546,228,5
246361,10,4,119.2675,228,5
246362,45,2,457.684998,72,4
246363,222,2,36.404999,227,3
246365,221,1,361.029996,221,3
246366,218,1,147.97,218,3
246367,186,3,106.396666,191,3
246369,24,5,86.326,179,5
246370,36,8,126.566249,227,5
246371,20,9,292.249999,214,5
246372,79,5,313.259998,227,5
246378,70,6,99.809999,228,5
246379,205,1,401.389999,205,4
246381,10,8,145.928749,224,5
246382,3,8,139.276249,187,5
246383,186,1,32.09,186,3
246385,228,1,110.31,228,3
246386,122,4,32.447499,219,3
246390,55,8,92.056249,225,5
246391,3,6,46.471666,115,2
246392,206,4,199.1775,227,3
246393,171,3,72.926666,226,3
246394,191,1,260.37,191,3
246395,185,1,4.99,185,3
246396,126,3,153.786666,228,3
246398,27,15,186.646665,227,1
246402,178,4,73.1725,228,3
246403,3,21,238.87238,218,1
246404,30,8,270.532499,212,5
246405,217,4,23.2675,228,3
246417,113,9,163.507777,225,5
246418,176,3,330.623333,204,3
246420,25,5,367.691998,110,2
246422,75,4,27.835,207,5
246423,174,1,29.04,174,3
246424,22,23,71.963478,218,1
246426,120,4,182.464999,225,3
246427,224,2,55.01,227,3
246432,198,1,308.42,198,3
246434,19,7,15.059999,215,5
246435,198,2,464.614999,224,4
246436,21,11,318.534544,226,5
246437,9,6,126.141666,227,5
246438,177,1,29.95,177,3
246440,191,1,140.96,191,3
246444,111,1,131.469999,111,2
246446,6,7,131.262856,219,5
246447,93,1,387.289999,93,4
246448,157,4,9.4675,224,3
246450,224,1,41.27,224,3
246452,77,3,196.919999,218,5
246453,219,2,25.595,227,3
246455,12,5,150.702,219,5
246456,77,3,40.153333,212,5
246461,5,15,303.344665,223,1
246462,8,13,147.459999,203,5
246463,195,4,101.607499,227,3
246464,66,1,29.16,66,2
246466,123,5,21.72,227,3
246468,24,2,253.879999,145,2
246470,121,3,169.833333,228,3
246472,208,4,115.44,222,3
246476,228,1,57.409999,228,3
246478,214,1,31.2,214,3
246480,7,11,223.569089,152,5
246481,215,1,8.369999,215,3
246484,213,1,21.98,213,3
246488,18,6,202.931666,228,5
246493,23,5,116.355999,146,5
246494,91,4,251.334999,191,5
246495,10,1,90.4,10,2
246496,213,2,50.17,224,3
246497,93,2,781.759998,145,4
246500,197,2,307.96,228,3
246510,99,2,209.589999,131,2
246512,9,15,169.143333,225,1
246515,105,5,192.841999,203,5
246517,224,2,99.07,228,3
246518,5,20,307.37149899999997,228,1
246519,148,1,17.49,148,3
246523,215,1,66.419999,215,3
246524,56,4,537.497499,224,4
246525,156,1,93.18,156,3
246526,49,7,145.785714,228,5
246527,25,5,264.18399899999997,200,5
246531,226,1,48.94,226,3
246533,115,3,240.353332,204,3
246535,1,17,135.481176,220,1
246536,62,6,78.761666,227,5
246537,12,12,169.141666,227,5
246538,59,5,383.169999,228,5
246541,11,11,54.169999,191,5
246542,28,7,141.764285,224,5
246543,228,1,315.549999,228,3
246544,28,5,80.425998,227,5
246548,70,2,502.859998,156,4
246552,113,2,295.589999,117,2
246554,170,1,633.309997,170,4
246555,225,1,18.66,225,3
246557,9,7,55.951428,225,5
246559,171,1,369.929997,171,4
246560,105,4,339.452499,224,4
246562,1,15,233.525333,207,1
246565,61,3,89.703333,210,5
246566,119,2,162.085,227,3
246567,2,22,129.236363,228,1
246569,228,1,344.729998,228,3
246570,83,6,134.631665,227,5
246577,211,3,146.336666,226,3
246578,12,1,260.15,12,2
246579,228,1,14.2,228,3
246581,135,1,464.61,135,4
246582,36,9,88.724443,209,5
246584,148,3,168.079999,228,3
246585,40,5,130.605999,211,5
246589,226,1,40.13,226,3
246590,24,7,231.137142,228,5
246592,7,5,113.059999,228,5
246593,62,3,84.72,90,2
246594,194,7,78.107142,225,3
246595,11,14,115.299285,213,1
246596,17,1,504.409999,17,2
246601,142,1,8.97,142,3
246602,7,11,152.917272,227,5
246604,225,1,162.18,225,3
246605,121,6,385.529999,217,4
246606,10,20,59.122999,227,1
246607,4,6,360.034999,226,5
246608,3,3,111.966666,217,5
246610,227,1,11.42,227,3
246612,222,2,5.08,223,3
246613,203,2,155.125,228,3
246617,86,3,261.733332,228,5
246619,224,1,294.39,224,3
246622,14,11,21.135454,100,2
246625,227,1,17.97,227,3
246627,215,1,71,215,3
246628,19,5,205.564,207,5
246632,1,22,143.338181,222,1
246633,1,19,164.609999,214,1
246634,213,1,156.35,213,3
246636,135,4,112.709999,228,3
246638,73,1,10.63,73,2
246641,10,8,51.22,145,5
246643,2,5,93.929999,24,2
246647,17,33,243.613029,228,1
246648,228,1,53.81,228,3
246649,204,1,72.31,204,3
246650,176,6,63.56,210,3
246651,218,3,80.71,225,3
246653,12,14,119.348571,221,1
246656,29,8,286.767499,228,5
246657,212,2,254.804999,228,3
246659,68,4,245.905,214,5
246660,8,6,98.279999,228,5
246666,169,6,144.453333,214,3
246668,122,4,273.864999,211,3
246669,119,16,47.586874,217,1
246671,22,10,169.131999,205,5
246672,6,6,49.289999,206,5
246673,17,7,473.621427,228,4
246675,162,9,137.344444,228,3
246676,20,4,56.785,227,5
246684,219,2,56.435,224,3
246685,1,13,146.564614,226,5
246686,71,12,66.765833,227,5
246688,191,5,107.961999,227,3
246689,13,15,156.796666,228,1
246693,30,3,54.043333,228,5
246694,46,4,103.9525,220,5
246697,155,4,188.515,223,3
246698,203,2,204.445,217,3
246700,121,3,497.319999,143,4
246702,210,1,181.109999,210,3
246703,115,3,220.896666,194,3
246704,133,7,130.38857,228,3
246705,225,2,21.475,228,3
246706,164,2,463.019998,225,4
246707,35,13,56.528461,218,5
246708,228,1,82.55,228,3
246709,163,1,41.51,163,3
246712,202,1,100.84,202,3
246714,212,2,540.76,228,4
246716,38,5,123.829999,226,5
246720,209,1,79.15,209,3
246721,220,1,120.39,220,3
246724,9,10,49.7,225,5
246725,80,4,205.402499,224,5
246729,41,13,45.733845,226,5
246731,126,2,139.825,191,3
246732,212,1,341.65,212,3
246735,92,1,719.4,92,4
246738,137,1,834.719999,137,4
246740,26,5,116.191999,220,5
246741,24,12,167.102499,227,5
246742,7,16,132.491249,228,1
246743,32,4,87.784999,226,5
246745,210,2,64.165,215,3
246746,86,3,49.913333,228,5
246748,47,10,23.468,228,5
246750,116,2,54.95,206,3
246751,29,5,132.295999,113,2
246754,123,18,41.757222,227,1
246756,78,3,63.713333,225,5
246757,163,5,257.679999,221,3
246758,34,2,251.124999,160,5
246763,224,1,43.52,224,3
246766,198,1,316.649999,198,3
246767,85,2,102.965,160,5
246768,124,6,70.523333,225,3
246769,29,4,590.437498,211,4
246771,228,1,8.629995,228,3
246775,1,13,212.010768,220,5
246776,2,5,279.006,228,5
246778,50,3,96.123333,155,5
246780,224,1,366.629995,224,3
246781,47,1,170.55,47,2
246782,2,39,90.793589,226,1
246783,35,16,42.876874,224,1
246785,44,6,29.036666,227,5
246787,214,1,66.06,214,3
246788,168,3,84.86,212,3
246791,65,4,45.927499,212,5
246792,177,5,70.656,227,3
246793,208,1,794.899998,208,4
246795,228,1,16.98,228,3
246800,199,2,149.115,227,3
246801,21,10,729.186998,218,4
246802,45,6,131.518332,220,5
246807,223,1,73.47,223,3
246808,1,27,131.036296,219,1
246809,175,6,157.906666,227,3
246811,183,4,172.384999,228,3
246814,18,3,242.376666,228,5
246816,3,30,1209.296331,227,4
246817,220,1,100.96,220,3
246818,146,4,222.644999,212,3
246819,46,11,275.460908,210,5
246822,206,2,417.545,226,4
246824,60,6,59.486666,227,5
246826,16,6,98.856666,199,5
246828,208,1,21.98,208,3
246830,74,4,323.512499,213,5
246831,16,5,335.331999,161,5
246832,216,2,36.385,219,3
246834,88,8,101.792499,228,5
246835,193,2,92.234999,217,3
246836,59,5,604.815997,209,4
246837,193,5,62.816,226,3
246840,199,1,27.96,199,3
246841,4,17,129.808823,227,1
246842,120,3,376.569999,208,4
246844,228,2,112.2,228,3
246847,49,6,31.318333,228,5
246851,114,2,435.894999,141,4
246852,114,1,100.81,114,2
246856,137,7,127.048571,217,3
246857,8,12,132.595833,227,5
246859,204,1,210.29,204,3
246862,157,1,357.07,157,4
246864,226,1,65.99,226,3
246865,224,2,114.88,228,3
246866,141,2,127.07,227,3
246867,224,1,5.99,224,3
246868,2,19,118.8,228,1
246871,87,1,129.37,87,2
246872,217,2,90.025,227,3
246873,9,3,519.209998,211,4
246876,211,1,180.66,211,3
246880,134,3,109.813333,182,3
246882,122,2,67.115,191,3
246884,189,3,345.619999,220,3
246885,142,2,270.39,227,3
246886,59,5,503.069999,223,4
246887,3,14,103.977856,224,1
246890,24,2,359.134998,24,2
246891,228,1,335.65,228,3
246893,12,16,118.365624,228,1
246894,193,2,336.474999,210,3
246895,17,7,115.294285,204,5
246897,191,1,22.99,191,3
246898,213,2,74.249996,224,3
246899,3,24,189.572916,225,1
246900,124,4,57.8175,212,3
246902,67,2,18.635,166,5
246904,14,2,6.94,185,5
246905,206,6,72.883333,227,3
246906,77,10,158.874999,227,5
246907,24,8,170.252498,220,5
246908,170,2,346.494998,185,4
246909,223,2,34.859999,226,3
246911,208,1,176.059999,208,3
246912,3,20,220.085499,227,1
246917,154,1,109.92,154,3
246923,228,1,14.34,228,3
246924,15,17,91.014117,224,1
246929,113,2,115.874999,212,3
246931,113,3,84.459999,224,3
246934,224,1,149.54,224,3
246935,227,1,34.449999,227,3
246938,15,9,403.663332,223,5
246939,27,4,81.0575,196,5
246940,2,9,31.864444,227,5
246942,16,1,157.52,16,2
246946,99,2,260.789999,170,5
246948,108,3,168.86,213,5
246951,214,2,55.65,228,3
246956,103,4,125.969999,227,5
246958,62,6,259.598332,226,5
246960,196,10,168.731999,228,3
246961,126,1,38.85,126,3
246962,10,9,124.784444,227,5
246964,66,1,16.4,66,2
246967,89,12,123.357499,228,5
246969,185,2,268.069999,218,3
246970,222,1,13.28,222,3
246971,227,1,649.439995,227,4
246973,141,1,399.209999,141,4
246974,1,7,124.762856,220,5
246976,19,16,81.156249,226,1
246978,25,17,115.691176,228,1
246981,134,1,206.539999,134,3
246982,30,3,170.983333,162,5
246983,27,13,58.253076,200,5
246984,35,5,195.515999,224,5
246985,159,5,101.635998,213,3
246989,100,4,144.0575,213,5
246992,212,2,64.324998,225,3
246993,23,1,17.28,23,2
246995,134,2,95.125,201,3
246997,216,1,19.769999,216,3
247001,107,6,95.336666,224,5
247002,226,1,126.02,226,3
247003,193,2,191.005,220,3
247005,169,6,39.311666,228,3
247007,1,6,132.346666,227,5
247009,193,2,100.845,222,3
247011,1,3,14.973333,222,5
247012,67,4,234.6675,227,5
247013,1,11,81.412727,224,5
247014,182,2,151.145,223,3
247015,204,1,205.66,204,3
247017,74,2,27.56,100,2
247021,203,2,137.735,227,3
247024,9,27,152.055925,227,1
247025,171,3,117.29,206,3
247026,12,12,148.093332,228,5
247028,58,3,54.013333,186,5
247030,15,9,81.358888,228,5
247031,105,6,287.818332,227,5
247034,129,1,372.87,129,4
247035,59,6,194.258333,206,5
247036,6,30,96.235333,224,1
247037,136,4,308.724999,201,4
247038,45,14,93.342142,226,5
247041,159,4,13.0625,227,3
247042,67,4,193.554999,144,5
247043,228,1,181.31,228,3
247044,203,3,51.393333,227,3
247045,2,7,91.721428,228,5
247049,2,15,134.065999,199,1
247050,95,7,123.057142,191,5
247051,227,1,44.759999,227,3
247053,9,8,46.35875,227,5
247054,100,7,14.32,212,5
247055,8,25,486.772399,227,1
247056,143,2,682.924999,225,4
247057,180,1,8.96,180,3
247058,119,4,57.679999,227,3
247059,10,33,145.747878,227,1
247060,228,1,443.539999,228,4
247061,61,5,457.309999,213,4
247062,22,10,467.262999,217,4
247063,35,7,72.829998,213,5
247064,48,6,208.786666,225,5
247072,75,4,114.229999,185,5
247074,33,3,369.846665,122,4
247076,110,3,166.276666,180,3
247077,7,7,37.234285,164,5
247079,1,12,42.488333,178,5
247082,23,4,280.267499,228,5
247084,209,2,34.04,218,3
247086,139,4,18.895,218,3
247087,29,17,109.274705,227,1
247088,7,10,227.179999,211,5
247089,206,1,356.389999,206,3
247090,90,5,118.363999,228,5
247091,7,13,283.666153,227,5
247094,21,2,147.704999,184,5
247096,214,1,25.04,214,3
247099,147,6,80.093333,225,3
247100,213,2,95.51,227,3
247101,162,1,226.99,162,3
247105,165,5,94.293999,227,3
247107,205,2,42.86,213,3
247109,121,6,357.333333,227,4
247110,64,1,209.269998,64,2
247114,228,1,26.16,228,3
247115,11,25,76.037999,226,1
247120,5,5,255.171999,227,5
247121,50,6,28.966666,120,2
247123,218,1,73.12,218,3
247126,78,3,23.393333,224,5
247128,58,7,187.061428,226,5
247129,66,5,148.131999,225,5
247131,105,7,61.181427,227,5
247136,106,3,446.623332,228,4
247137,1,4,188.67,130,2
247141,164,9,46.268888,227,3
247142,2,13,138.045384,227,5
247143,77,6,54.34,228,5
247144,203,4,61.1425,222,3
247148,196,3,74.693333,227,3
247149,41,4,16.065,228,5
247153,160,4,120.47,225,3
247156,36,6,50.275,226,5
247159,77,7,79.077142,223,5
247160,206,1,573.319995,206,4
247163,205,2,273.125,226,3
247164,211,1,507.389998,211,4
247165,225,1,147.51,225,3
247167,136,4,280.034999,224,3
247168,9,10,150.710999,224,5
247169,228,2,43.72,228,3
247171,57,3,38.36,172,5
247172,206,4,117.64,227,3
247174,226,1,355.089999,226,3
247175,186,1,57.49,186,3
247176,159,1,49.78,159,3
247179,79,10,116.989999,228,5
247184,195,3,45.936666,226,3
247187,213,1,39.96,213,3
247189,191,9,52.712222,226,3
247190,69,1,26.83,69,2
247191,203,1,23.31,203,3
247192,204,1,237.62,204,3
247195,45,1,8.69,45,2
247196,19,19,28.538947,227,1
247197,23,6,53.796666,215,5
247200,52,14,54.878571,225,5
247201,142,1,217.71,142,3
247203,196,1,357.759999,196,4
247204,8,2,97.984999,48,2
247205,227,1,95.51,227,3
247206,76,21,60.965238,228,1
247207,65,3,36.496666,214,5
247208,114,2,229.384999,127,2
247209,79,8,88.879999,221,5
247211,6,5,265.721999,228,5
247212,126,7,178.129999,228,5
247214,38,10,86.643999,224,5
247216,64,5,65.43,227,5
247218,1,5,239.163999,208,5
247223,7,9,117.26111,225,5
247224,81,7,152.997141,203,5
247225,2,22,81.597726,226,1
247226,102,7,305.115713,224,5
247227,8,20,193.828999,227,1
247228,114,1,8.54,114,2
247230,85,3,147.16,202,5
247231,199,1,31.51,199,3
247232,122,8,251.912498,213,5
247234,200,3,131.323333,216,3
247237,2,4,77.7575,224,5
247238,57,11,63.023636,215,5
247242,228,1,13.98,228,3
247246,69,3,123.366666,213,5
247247,67,16,484.271248,215,1
247248,78,12,97.9175,204,5
247249,120,4,143.7375,211,3
247250,77,4,163.135,210,5
247251,26,6,346.854999,225,5
247252,116,2,143.979999,196,3
247255,155,2,761.339999,214,4
247256,162,2,207.144997,211,3
247258,54,10,122.451,228,5
247259,88,9,252.743332,208,5
247261,120,5,151.393999,214,3
247262,17,1,142.72,17,2
247265,191,2,41.815,209,3
247268,2,4,449.592498,117,4
247271,70,3,100.026666,224,5
247272,63,6,647.454998,211,4
247274,21,1,473.959999,21,2
247275,10,10,122.436999,222,5
247281,8,6,246.233332,206,5
247283,105,1,498.429999,105,4
247285,10,42,88.543094,224,1
247288,193,1,328.46,193,3
247291,3,17,129.363529,213,1
247292,191,14,257.095713,226,3
247293,7,32,186.333437,227,1
247294,156,4,114.9675,227,3
247295,80,5,72.638,227,5
247296,69,5,91.734,225,5
247298,105,5,47.711999,215,5
247300,113,4,58.449999,213,3
247301,3,8,291.563748,220,5
247302,4,3,24.29,191,5
247303,12,8,143.433749,227,5
247307,21,7,250.648571,224,5
247308,70,14,127.388571,227,5
247309,2,5,263.287999,213,5
247313,181,5,46.596,214,3
247320,21,6,43.036666,228,5
247321,226,1,38.48,226,3
247323,22,15,228.278666,213,1
247326,3,4,105.045,204,5
247328,1,9,183.042221,215,5
247330,7,12,140.609166,226,5
247332,219,3,34.573333,226,3
247336,7,14,119.249999,220,1
247338,76,3,44.92,210,5
247339,228,1,355.35,228,3
247340,185,1,816.819998,185,4
247343,85,2,104.274998,194,5
247345,198,2,138.114999,215,3
247347,78,6,132.356666,226,5
247353,51,11,131.328181,225,5
247354,165,2,111.524998,211,3
247357,165,3,54.696666,228,3
247358,69,9,66.583333,226,5
247360,32,5,426.823999,214,4
247361,153,14,60.464999,227,5
247362,208,2,68.909999,214,3
247363,119,2,77.81,212,3
247364,51,5,813.409997,212,4
247365,24,7,140.678571,219,5
247367,1,14,190.359285,223,1
247368,225,1,101.36999900000001,225,3
247369,224,1,134.54,224,3
247371,2,6,301.848333,214,5
247372,98,2,22.48,107,2
247374,108,6,190.376665,210,5
247375,212,2,41.9,212,3
247377,127,2,81.639999,213,3
247381,5,27,107.265555,227,1
247383,24,5,330.475999,213,5
247384,175,3,158.263333,214,3
247385,89,2,296.265,203,5
247386,69,6,197.799999,217,5
247387,13,10,81.302999,224,5
247390,226,1,201.13,226,3
247391,175,3,23.643333,226,3
247395,41,22,101.94409,228,1
247399,126,3,63.096666,210,3
247400,85,4,128.3875,220,5
247402,71,2,28.225,71,2
247405,175,4,99.365,226,3
247406,23,2,295.7,114,2
247412,26,15,68.721333,227,1
247413,203,3,154.623333,227,3
247415,223,1,315.109998,223,3
247416,3,16,205.671249,227,1
247419,38,21,124.853809,226,1
247420,149,2,221.109999,180,3
247422,163,2,260.754999,191,3
247423,210,1,82.47,210,3
247424,180,2,503.004998,212,4
247425,12,15,76.711333,219,1
247426,76,4,239.792499,188,5
247427,12,10,101.555999,204,5
247428,11,11,175.894545,211,5
247429,21,10,129.452999,227,5
247433,61,10,78.536999,225,5
247434,214,2,75.949999,228,3
247436,3,7,225.907142,118,2
247437,29,5,176.699999,221,5
247440,227,1,28.6,227,3
247441,94,3,253.969999,210,5
247443,227,1,296.12,227,3
247444,121,3,396.153333,220,4
247447,24,5,500.753998,204,4
247448,30,13,332.81923,210,5
247451,46,1,18.55,46,2
247455,16,2,53.034999,185,5
247459,94,2,73.58,125,2
247460,49,11,161.519999,224,5
247461,114,1,750.919996,114,4
247464,68,13,62.801538,222,5
247466,224,1,182.54,224,3
247467,5,18,228.118332,226,1
247468,17,10,71.252999,176,5
247473,67,2,311.935,78,2
247474,213,1,78.869999000000007,213,3
247477,39,2,55.665,149,2
247478,101,2,39.36,127,2
247479,17,11,20.113636,180,5
247480,2,2,161.399999,203,5
247482,18,5,249.099999,180,5
247483,167,3,132.953332,227,3
247487,37,2,110.345,55,2
247489,49,1,93.25,49,2
247492,11,7,66.681428,227,5
247493,212,1,8.39,212,3
247494,69,8,55.39875,212,5
247496,32,6,432.836665,111,4
247500,198,1,116.99,198,3
247502,4,16,145.948749,193,1
247503,59,8,197.199999,210,5
247505,160,4,252.672499,223,3
247506,119,4,53.1375,227,3
247507,137,6,142.419999,208,3
247508,154,8,156.298749,191,3
247512,227,1,1075.609999,227,4
247516,223,1,353.099998,223,3
247517,84,5,161.185999,223,5
247521,202,1,1034.109999,202,4
247522,44,3,415.826665,201,4
247524,7,6,96.423333,227,5
247525,87,3,259.926666,150,5
247526,6,10,76.949999,137,5
247528,32,5,136.831999,127,2
247529,98,3,263.543333,160,5
247530,120,4,45.635,169,3
247531,69,7,90.565713,227,5
247532,26,4,68.305,61,2
247533,191,2,102.224999,217,3
247535,6,22,90.509999,227,1
247536,198,2,59.08,225,3
247540,49,10,147.231998,220,5
247553,225,1,34.59,225,3
247554,2,9,568.199999,213,4
247555,81,12,135.291666,224,5
247556,183,2,343.774999,226,3
247563,14,3,169.813332,160,5
247566,142,4,81.317499,220,3
247568,171,1,11.99,171,3
247570,126,2,206.725,184,3
247571,53,5,23.354,222,5
247572,57,1,246.989999,57,2
247573,81,5,192.967999,120,2
247579,127,4,102.527499,227,3
247580,17,7,123.452856,221,5
247583,79,2,21.065,214,5
247584,73,9,186.801111,223,5
247586,213,2,23.86,225,3
247587,175,1,6.66,175,3
247589,136,6,73.433333,224,3
247591,46,4,419.304999,217,4
247592,3,7,193.422857,224,5
247594,72,3,218.916666,191,5
247595,35,16,70.95625,222,1
247596,12,18,92.378888,227,1
247597,44,7,55.171428,209,5
247598,47,7,249.207142,164,5
247600,122,2,20.89,176,3
247601,212,1,91.13,212,3
247602,225,1,163.6,225,3
247603,227,1,180.31,227,3
247605,17,5,205.655999,129,2
247606,7,18,193.714443,223,1
247607,211,5,54.68,226,3
247608,7,4,181.639999,112,2
247610,4,25,219.251599,211,1
247611,143,3,307.573332,163,4
247617,15,2,18.48,227,5
247618,24,4,351.344999,214,5
247619,6,11,221.629999,216,5
247621,227,1,193.83,227,3
247622,146,1,12.99,146,3
247623,203,1,107.55,203,3
247625,228,1,73.99,228,3
247627,168,1,137.78,168,3
247628,191,2,254.714999,224,3
247630,54,2,99.565,54,2
247631,18,18,382.318332,224,1
247633,227,1,59.75,227,3
247637,91,8,33.155,227,5
247639,9,10,159.384999,227,5
247642,217,1,40.55,217,3
247644,226,1,307.66,226,3
247646,16,9,198.065555,210,5
247648,55,8,75.748749,217,5
247651,201,1,527.259999,201,4
247652,214,1,504.389998,214,4
247653,20,19,143.457894,225,1
247654,209,1,213.579999,209,3
247658,15,2,26.115,224,5
247659,7,4,160.477499,227,5
247661,17,3,165.393333,224,5
247662,103,3,303.803333,215,5
247666,200,2,91.285,214,3
247670,138,8,159.796249,218,3
247671,217,1,58.7,217,3
247674,8,28,222.139642,227,1
247678,94,5,150.043999,216,5
247683,46,1,14.48,46,2
247684,80,8,112.13375,226,5
247685,221,1,272.469999,221,3
247686,93,11,65.822726,226,5
247688,6,22,77.435453999999993,220,1
247690,2,26,131.380384,224,1
247692,220,2,143.834999,223,3
247694,12,36,80.541944,227,1
247695,2,8,296.148749,210,5
247699,209,1,157.99,209,3
247702,44,15,119.354666,216,1
247703,68,7,56.108571,220,5
247704,153,6,37.516666,225,3
247705,58,3,298.193331,221,5
247710,52,1,27.97,52,2
247716,137,2,155.354999,154,3
247717,80,3,68.006666,224,5
247723,1,15,80.602666,213,1
247727,49,5,149.054,215,5
247728,1,12,97.204166,226,5
247729,116,5,31.792,213,3
247730,15,2,44.94,227,5
247731,220,2,65.59,222,3
247732,219,2,196.865,220,3
